Fri Aug 27 10:43:33 2021, 0, 2925, 0, 6, 3630, 0, 7, 600, 0, 0, 0
Fri Aug 27 10:43:45 2021, 0, 2925, 0, 6, 3630, 0, 7, 600, 0, 0, 0
Fri Aug 27 10:44:46 2021, 0, 2925, 0, 6, 3630, 0, 7, 600, 0, 0, 0
Fri Aug 27 10:45:46 2021, 0, 2925, 0, 6, 3630, 0, 7, 600, 0, 0, 0
Fri Aug 27 10:46:47 2021, 0, 2925, 0, 6, 3630, 0, 7, 600, 0, 0, 0
Fri Aug 27 10:47:47 2021, 0, 2925, 0, 6, 3630, 0, 7, 600, 0, 0, 0
Fri Aug 27 10:48:48 2021, 0, 2925, 0, 6, 3630, 0, 7, 675, 0, 0, 0
Fri Aug 27 10:49:48 2021, 0, 2925, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Fri Aug 27 10:50:49 2021, 0, 2925, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Fri Aug 27 10:51:49 2021, 0, 2925, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Fri Aug 27 10:52:50 2021, 0, 2925, 0, 6, 3630, 0, 7, 825, 0, 0, 0
Fri Aug 27 10:53:50 2021, 0, 2925, 0, 6, 3630, 0, 7, 825, 0, 0, 0
Fri Aug 27 10:54:51 2021, 0, 2925, 0, 6, 3630, 0, 7, 825, 0, 0, 0
Fri Aug 27 10:55:51 2021, 0, 2925, 0, 6, 3630, 0, 7, 825, 0, 0, 0
Fri Aug 27 10:56:52 2021, 0, 2925, 0, 6, 3630, 0, 7, 825, 0, 0, 0
Fri Aug 27 10:57:53 2021, 0, 2925, 0, 6, 3630, 0, 7, 825, 0, 4438.71, 1
Fri Aug 27 10:58:53 2021, 0, 3000, 4500, 6, 3630, 0, 7, 900, 0, 4469.68, 1
Fri Aug 27 10:59:54 2021, 0, 3075, 4500, 6, 3630, 0, 7, 825, 0, 4459.35, 1
Fri Aug 27 11:00:54 2021, 0, 3150, 4500, 6, 3630, 0, 7, 750, 0, 4459.35, 1
Fri Aug 27 11:01:55 2021, 0, 3225, 4500, 6, 3630, 0, 7, 600, 0, 4459.35, 1
Fri Aug 27 11:02:55 2021, 0, 3300, 4500, 6, 3630, 0, 7, 375, 0, 4418.06, 1
Fri Aug 27 11:03:56 2021, 0, 3375, 4500, 6, 3630, 0, 7, 300, 0, 4469.68, 1
Fri Aug 27 11:04:56 2021, 0, 3450, 4500, 6, 3630, 0, 7, 225, 0, 4428.39, 1
Fri Aug 27 11:05:57 2021, 0, 3525, 4500, 6, 3630, 0, 7, 150, 0, 4459.35, 1
Fri Aug 27 11:06:57 2021, 0, 3600, 4500, 6, 3630, 0, 7, 75, 0, 4469.68, 1
Fri Aug 27 11:07:58 2021, 0, 3675, 4500, 6, 3630, 0, 7, 0, 0, 0, 0
Fri Aug 27 11:08:58 2021, 0, 3675, 0, 6, 3630, 0, 7, 0, 0, 0, 0
