Sun Aug  8 22:00:49 2021, 0, 8315, 800, 6, 3630, 0, 7, 675, 0, 412.903, 1
Sun Aug  8 22:01:50 2021, 0, 8328, 800, 6, 3630, 0, 7, 675, 0, 423.226, 1
Sun Aug  8 22:02:51 2021, 0, 8341, 800, 6, 3630, 0, 7, 675, 0, 412.903, 1
Sun Aug  8 22:03:51 2021, 0, 8354, 800, 6, 3630, 0, 7, 675, 0, 423.226, 1
Sun Aug  8 22:04:52 2021, 0, 8367, 800, 6, 3630, 0, 7, 675, 0, 423.226, 1
Sun Aug  8 22:05:52 2021, 0, 8380, 800, 6, 3630, 0, 7, 675, 0, 423.226, 1
Sun Aug  8 22:06:53 2021, 0, 8393, 800, 6, 3630, 0, 7, 675, 0, 423.226, 1
Sun Aug  8 22:07:53 2021, 0, 8406, 800, 6, 3630, 0, 7, 675, 0, 423.226, 1
Sun Aug  8 22:08:54 2021, 0, 8419, 800, 6, 3630, 0, 7, 600, 0, 423.226, 1
Sun Aug  8 22:09:55 2021, 0, 8432, 800, 6, 3630, 0, 7, 600, 0, 423.226, 1
Sun Aug  8 22:10:55 2021, 0, 8445, 800, 6, 3630, 0, 7, 600, 0, 423.226, 1
Sun Aug  8 22:11:56 2021, 0, 8458, 800, 6, 3630, 0, 7, 600, 0, 423.226, 1
Sun Aug  8 22:12:56 2021, 0, 8471, 800, 6, 3630, 0, 7, 600, 0, 433.548, 1
Sun Aug  8 22:13:57 2021, 0, 8484, 800, 6, 3630, 0, 7, 600, 0, 423.226, 1
Sun Aug  8 22:14:57 2021, 0, 8497, 800, 6, 3630, 0, 7, 600, 0, 423.226, 1
Sun Aug  8 22:15:58 2021, 0, 8510, 800, 6, 3630, 0, 7, 600, 0, 433.548, 1
Sun Aug  8 22:16:59 2021, 0, 8523, 800, 6, 3630, 0, 7, 525, 0, 433.548, 1
Sun Aug  8 22:17:59 2021, 0, 8536, 800, 6, 3630, 0, 7, 525, 0, 433.548, 1
Sun Aug  8 22:19:00 2021, 0, 8549, 800, 6, 3630, 0, 7, 525, 0, 433.548, 1
Sun Aug  8 22:20:00 2021, 0, 8562, 800, 6, 3630, 0, 7, 450, 0, 423.226, 1
Sun Aug  8 22:21:01 2021, 0, 8575, 800, 6, 3630, 0, 7, 450, 0, 433.548, 1
Sun Aug  8 22:22:02 2021, 0, 8588, 800, 6, 3630, 0, 7, 450, 0, 433.548, 1
Sun Aug  8 22:23:02 2021, 0, 8601, 800, 6, 3630, 0, 7, 450, 0, 433.548, 1
Sun Aug  8 22:24:03 2021, 0, 8614, 800, 6, 3630, 0, 7, 450, 0, 433.548, 1
Sun Aug  8 22:25:03 2021, 0, 8627, 800, 6, 3630, 0, 7, 300, 0, 433.548, 1
Sun Aug  8 22:26:04 2021, 0, 8640, 800, 6, 3630, 0, 7, 300, 0, 433.548, 1
Sun Aug  8 22:27:05 2021, 0, 8653, 800, 6, 3630, 0, 7, 225, 0, 443.871, 1
Sun Aug  8 22:28:05 2021, 0, 8666, 800, 6, 3630, 0, 7, 225, 0, 443.871, 1
Sun Aug  8 22:29:06 2021, 0, 8679, 800, 6, 3630, 0, 7, 225, 0, 433.548, 1
Sun Aug  8 22:30:07 2021, 0, 8705, 800, 6, 3630, 0, 7, 225, 0, 443.871, 1
Sun Aug  8 22:31:07 2021, 0, 8718, 800, 6, 3630, 0, 7, 225, 0, 443.871, 1
Sun Aug  8 22:32:08 2021, 0, 8731, 800, 6, 3630, 0, 7, 225, 0, 433.548, 1
Sun Aug  8 22:33:08 2021, 0, 8744, 800, 6, 3630, 0, 7, 75, 0, 433.548, 1
Sun Aug  8 22:34:09 2021, 0, 8757, 800, 6, 3630, 0, 7, 75, 0, 433.548, 1
