Tue Aug 31 15:52:01 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 15:52:22 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 15:53:22 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 15:54:23 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
0
Tue Aug 31 15:55:20 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 15:55:28 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, Tue Aug 31 15:55:33 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, Tue Aug 31 15:55:38 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 15:55:39 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
0
Tue Aug 31 15:55:50 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, Tue Aug 31 15:55:58 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, Tue Aug 31 15:56:05 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 15:56:27 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 15:57:28 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
0
0
0
Tue Aug 31 15:58:18 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 15:58:48 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, Tue Aug 31 15:58:52 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 15:58:59 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 15:59:10 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
0
Tue Aug 31 15:59:34 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 15:59:46 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 15:59:47 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 15:59:49 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, Tue Aug 31 16:00:18 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 16:00:41 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, Tue Aug 31 16:00:45 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 16:00:58 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, Tue Aug 31 16:01:07 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 16:01:17 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, Tue Aug 31 16:01:34 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
0
Tue Aug 31 16:01:55 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 16:01:58 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 16:02:03 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 16:02:12 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 16:02:20 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 16:02:25 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
0
Tue Aug 31 16:02:49 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 16:02:54 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 16:02:58 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 16:02:59 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, Tue Aug 31 16:03:38 2021, 0, 0, 0, 6, 3630, 0, 7, 750, 0, 0, 0
Tue Aug 31 16:04:39 2021, 0, 75, 4500, 6, 3630, 0, 7, 750, 0, 4500.65, 1
Tue Aug 31 16:05:39 2021, 0, 75, 0, 6, 3630, 0, 7, 750, 0, 0, 4
Tue Aug 31 16:06:40 2021, 0, 75, 0, 6, 3630, 0, 7, 600, 0, 0, 4
Tue Aug 31 16:07:40 2021, 0, 75, 0, 6, 3630, 0, 7, 600, 0, 4449.03, 1
Tue Aug 31 16:08:41 2021, 0, 150, 4500, 6, 3630, 0, 7, 600, 0, 4459.35, 1
Tue Aug 31 16:09:41 2021, 0, 225, 4500, 6, 3630, 0, 7, 525, 0, 4480, 1
Tue Aug 31 16:10:42 2021, 0, 300, 4500, 6, 3630, 0, 7, 450, 0, 4480, 1
Tue Aug 31 16:11:42 2021, 0, 375, 4500, 6, 3630, 0, 7, 375, 0, 4438.71, 1
Tue Aug 31 16:12:43 2021, 0, 450, 4500, 6, 3630, 0, 7, 300, 0, 4438.71, 1
Tue Aug 31 16:13:43 2021, 0, 525, 4500, 6, 3630, 0, 7, 225, 0, 4490.32, 1
Tue Aug 31 16:14:44 2021, 0, 600, 4500, 6, 3630, 0, 7, 150, 0, 4480, 1
Tue Aug 31 16:15:44 2021, 0, 675, 4500, 6, 3630, 0, 7, 75, 0, 4500.65, 1
Tue Aug 31 16:16:45 2021, 0, 750, 4500, 6, 3630, 0, 7, 0, 0, 0, 0
Tue Aug 31 16:17:45 2021, 0, 750, 0, 6, 3630, 0, 7, 0, 0, 0, 0
Tue Aug 31 16:18:46 2021, 0, 750, 0, 6, 3630, 0, 7, 0, 0, 0, 0
Tue Aug 31 16:19:47 2021, 0, 750, 0, 6, 3630, 0, 7, 0, 0, 0, 0
Tue Aug 31 16:20:47 2021, 0, 750, 0, 6, 3630, 0, 7, 0, 0, 0, 0
Tue Aug 31 16:21:48 2021, 0, 750, 0, 6, 3630, 0, 7, 0, 0, 0, 0
Tue Aug 31 16:22:48 2021, 0, 750, 0, 6, 3630, 0, 7, 75, 0, 0, 0
Tue Aug 31 16:23:49 2021, 0, 750, 0, 6, 3630, 0, 7, 75, 0, 0, 0
Tue Aug 31 16:24:49 2021, 0, 750, 0, 6, 3630, 0, 7, 75, 0, 0, 0
Tue Aug 31 16:25:50 2021, 0, 750, 0, 6, 3630, 0, 7, 150, 0, 0, 0
Tue Aug 31 16:26:50 2021, 0, 750, 0, 6, 3630, 0, 7, 150, 0, 0, 0
Tue Aug 31 16:27:51 2021, 0, 750, 0, 6, 3630, 0, 7, 150, 0, 0, 0
Tue Aug 31 16:28:51 2021, 0, 750, 0, 6, 3630, 0, 7, 150, 0, 0, 0
Tue Aug 31 16:29:52 2021, 0, 750, 0, 6, 3630, 0, 7, 150, 0, 0, 0
Tue Aug 31 16:30:52 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:31:53 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:32:53 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:33:54 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:34:54 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:35:55 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:36:55 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:37:56 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:38:56 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:39:57 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:40:57 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:41:58 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:42:58 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:43:59 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:44:59 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:46:00 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:47:00 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:48:01 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:49:01 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:50:02 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:51:02 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:52:03 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:53:03 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:54:04 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:55:05 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:56:05 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:57:06 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:58:06 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 16:59:07 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 17:00:07 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 17:01:08 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 17:02:08 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 17:03:09 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 17:04:09 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 17:05:10 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 17:06:10 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 17:07:11 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 10.3226, 0
Tue Aug 31 17:08:11 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
Tue Aug 31 17:09:12 2021, 0, 750, 0, 6, 3630, 0, 7, 225, 0, 0, 0
